"","dual_sim","three_g","wifi","sc_h","sc_w","talk_time","blue","four_g","touch_screen","battery_power","clock_speed","fc","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","price_range"
"912","1","0","1","(13.4,16.2]","[-0.018,3.6]","(8,11]","1","0","1","(1.2e+03,1.3e+03]","(2.5,3]","[-0.019,3.8]","(8.2,14.4]","(0.82,1]","(152,164]","[0.993,2.75]","(12,16]","[-1.96,392]","[499,650]","(2.13e+03,2.5e+03]","1"
"914","1","1","1","(10.6,13.4]","(7.2,10.8]","(14,17]","0","1","1","(1.7e+03,1.8e+03]","(2.5,3]","[-0.019,3.8]","(51.6,57.8]","[0.0991,0.28]","(92,104]","(2.75,4.5]","(16,20]","[-1.96,392]","(799,949]","(1.75e+03,2.13e+03]","1"
"934","0","0","0","(16.2,19]","(7.2,10.8]","(8,11]","1","0","0","(1.9e+03,2e+03]","(1.5,2]","(7.6,11.4]","(8.2,14.4]","(0.64,0.82]","(92,104]","(2.75,4.5]","(8,12]","(392,784]","(1.25e+03,1.4e+03]","(1.38e+03,1.75e+03]","1"
"944","0","0","0","(10.6,13.4]","(7.2,10.8]","(11,14]","1","0","1","(1.4e+03,1.5e+03]","(1.5,2]","[-0.019,3.8]","[1.94,8.2]","[0.0991,0.28]","(152,164]","(2.75,4.5]","[-0.02,4]","(392,784]","(949,1.1e+03]","(1.75e+03,2.13e+03]","1"
"952","0","1","0","(16.2,19]","(10.8,14.4]","(8,11]","1","1","1","(601,700]","(1,1.5]","[-0.019,3.8]","(45.4,51.6]","(0.64,0.82]","(92,104]","(4.5,6.25]","(8,12]","(392,784]","(1.85e+03,2e+03]","(1.38e+03,1.75e+03]","1"
"959","0","0","0","[4.99,7.8]","(3.6,7.2]","(5,8]","0","0","0","(1e+03,1.1e+03]","(2,2.5]","[-0.019,3.8]","(33,39.2]","(0.82,1]","(104,116]","[0.993,2.75]","(12,16]","(784,1.18e+03]","(1.85e+03,2e+03]","(1e+03,1.38e+03]","1"
"964","0","1","0","[4.99,7.8]","(3.6,7.2]","[1.98,5]","1","1","0","(1.8e+03,1.9e+03]","[0.497,1]","(3.8,7.6]","(51.6,57.8]","(0.46,0.64]","(140,152]","(6.25,8.01]","(4,8]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","[252,630]","1"
"971","1","1","1","[4.99,7.8]","[-0.018,3.6]","[1.98,5]","0","1","0","(900,1e+03]","(1.5,2]","(3.8,7.6]","(8.2,14.4]","[0.0991,0.28]","(92,104]","(6.25,8.01]","(8,12]","[-1.96,392]","(650,799]","(1.75e+03,2.13e+03]","1"
"976","0","1","1","(10.6,13.4]","[-0.018,3.6]","(8,11]","1","1","0","(800,900]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.28,0.46]","(92,104]","[0.993,2.75]","(16,20]","(392,784]","(1.7e+03,1.85e+03]","(1e+03,1.38e+03]","1"
"980","1","1","0","[4.99,7.8]","(3.6,7.2]","(17,20]","1","1","0","(1.8e+03,1.9e+03]","(2,2.5]","[-0.019,3.8]","(45.4,51.6]","(0.64,0.82]","[79.9,92]","(4.5,6.25]","(8,12]","[-1.96,392]","(1.7e+03,1.85e+03]","(1.38e+03,1.75e+03]","1"
"990","0","1","1","(7.8,10.6]","(3.6,7.2]","(14,17]","1","0","1","[500,601]","[0.497,1]","(7.6,11.4]","(8.2,14.4]","(0.28,0.46]","[79.9,92]","(4.5,6.25]","(12,16]","(392,784]","(799,949]","(1.75e+03,2.13e+03]","1"
"991","1","0","0","(7.8,10.6]","(3.6,7.2]","(17,20]","1","0","0","(1.4e+03,1.5e+03]","(2.5,3]","(11.4,15.2]","(14.4,20.6]","(0.46,0.64]","(140,152]","(6.25,8.01]","(16,20]","[-1.96,392]","(1.55e+03,1.7e+03]","(1.38e+03,1.75e+03]","1"
"992","1","1","0","(16.2,19]","[-0.018,3.6]","(17,20]","1","0","0","(800,900]","(1.5,2]","(11.4,15.2]","(45.4,51.6]","(0.46,0.64]","(176,188]","(6.25,8.01]","(16,20]","[-1.96,392]","(1.4e+03,1.55e+03]","(1.75e+03,2.13e+03]","1"
"1008","0","1","1","(16.2,19]","[-0.018,3.6]","[1.98,5]","1","1","0","(1.9e+03,2e+03]","[0.497,1]","(15.2,19]","(33,39.2]","[0.0991,0.28]","(152,164]","[0.993,2.75]","(16,20]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(630,1e+03]","1"
"1023","0","1","1","(16.2,19]","(7.2,10.8]","[1.98,5]","0","1","1","(1e+03,1.1e+03]","[0.497,1]","(11.4,15.2]","(57.8,64.1]","(0.28,0.46]","(140,152]","(2.75,4.5]","(16,20]","(392,784]","(949,1.1e+03]","(1.38e+03,1.75e+03]","1"
"1028","1","0","0","[4.99,7.8]","[-0.018,3.6]","(11,14]","0","0","1","[500,601]","(1,1.5]","(3.8,7.6]","(33,39.2]","[0.0991,0.28]","(188,200]","[0.993,2.75]","(8,12]","(392,784]","(1.7e+03,1.85e+03]","(1.38e+03,1.75e+03]","1"
"1033","0","1","1","(16.2,19]","(14.4,18]","(11,14]","0","1","1","(1.7e+03,1.8e+03]","(1,1.5]","(7.6,11.4]","(8.2,14.4]","(0.82,1]","(104,116]","(6.25,8.01]","(16,20]","[-1.96,392]","(1.55e+03,1.7e+03]","(1.38e+03,1.75e+03]","1"
"1045","1","0","0","(7.8,10.6]","[-0.018,3.6]","(11,14]","1","0","0","(1.2e+03,1.3e+03]","(2.5,3]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","(140,152]","(6.25,8.01]","(12,16]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(1.38e+03,1.75e+03]","1"
"1050","1","1","0","[4.99,7.8]","[-0.018,3.6]","(14,17]","1","1","1","(601,700]","(1.5,2]","[-0.019,3.8]","(20.6,26.8]","[0.0991,0.28]","[79.9,92]","[0.993,2.75]","(4,8]","(392,784]","(949,1.1e+03]","(1.75e+03,2.13e+03]","1"
"1052","0","1","1","(10.6,13.4]","(7.2,10.8]","(11,14]","0","1","1","(800,900]","(1.5,2]","[-0.019,3.8]","(33,39.2]","(0.28,0.46]","(92,104]","(2.75,4.5]","(4,8]","(392,784]","(1.7e+03,1.85e+03]","(1.75e+03,2.13e+03]","1"
"1055","1","1","1","(13.4,16.2]","[-0.018,3.6]","(17,20]","0","0","0","(1.7e+03,1.8e+03]","[0.497,1]","(7.6,11.4]","(26.8,33]","(0.28,0.46]","(152,164]","(4.5,6.25]","(12,16]","(392,784]","(650,799]","(1e+03,1.38e+03]","1"
"1056","1","0","0","(10.6,13.4]","[-0.018,3.6]","(5,8]","1","0","0","(1.7e+03,1.8e+03]","[0.497,1]","[-0.019,3.8]","(14.4,20.6]","[0.0991,0.28]","(128,140]","[0.993,2.75]","[-0.02,4]","(392,784]","[499,650]","(1e+03,1.38e+03]","1"
"1062","1","1","1","(13.4,16.2]","(3.6,7.2]","(14,17]","1","0","0","(1.5e+03,1.6e+03]","[0.497,1]","(3.8,7.6]","(26.8,33]","[0.0991,0.28]","(116,128]","[0.993,2.75]","(4,8]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(1e+03,1.38e+03]","1"
"1065","1","1","1","(16.2,19]","[-0.018,3.6]","(8,11]","0","0","0","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","(14.4,20.6]","(0.64,0.82]","[79.9,92]","(4.5,6.25]","(4,8]","(1.57e+03,1.96e+03]","(1.7e+03,1.85e+03]","(630,1e+03]","1"
"1081","0","0","0","[4.99,7.8]","(3.6,7.2]","(11,14]","0","0","0","(1e+03,1.1e+03]","(2,2.5]","[-0.019,3.8]","(8.2,14.4]","[0.0991,0.28]","(104,116]","(4.5,6.25]","[-0.02,4]","(392,784]","(1.25e+03,1.4e+03]","(1.75e+03,2.13e+03]","1"
"1083","1","1","1","(16.2,19]","(14.4,18]","(14,17]","1","0","0","(1e+03,1.1e+03]","(2.5,3]","(3.8,7.6]","(26.8,33]","(0.46,0.64]","(128,140]","(2.75,4.5]","(12,16]","[-1.96,392]","(1.25e+03,1.4e+03]","(1.75e+03,2.13e+03]","1"
"1087","0","1","0","(13.4,16.2]","[-0.018,3.6]","(17,20]","0","1","0","(1.8e+03,1.9e+03]","(2.5,3]","[-0.019,3.8]","(26.8,33]","(0.28,0.46]","(140,152]","[0.993,2.75]","(12,16]","[-1.96,392]","(799,949]","(1e+03,1.38e+03]","1"
"1088","0","1","1","[4.99,7.8]","[-0.018,3.6]","(8,11]","0","0","0","(1.3e+03,1.4e+03]","[0.497,1]","(7.6,11.4]","(51.6,57.8]","(0.82,1]","(140,152]","(2.75,4.5]","(12,16]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(1.38e+03,1.75e+03]","1"
"1102","1","1","0","(16.2,19]","(3.6,7.2]","(17,20]","1","1","1","(1.6e+03,1.7e+03]","[0.497,1]","(11.4,15.2]","(26.8,33]","(0.64,0.82]","(164,176]","[0.993,2.75]","(16,20]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(1e+03,1.38e+03]","1"
"1114","1","0","0","(16.2,19]","(10.8,14.4]","(14,17]","1","0","1","(1.3e+03,1.4e+03]","(2,2.5]","[-0.019,3.8]","(33,39.2]","(0.28,0.46]","(104,116]","(6.25,8.01]","[-0.02,4]","(392,784]","[499,650]","(2.13e+03,2.5e+03]","1"
"1127","1","1","0","(10.6,13.4]","(10.8,14.4]","(11,14]","1","1","0","(601,700]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.28,0.46]","(92,104]","(4.5,6.25]","(12,16]","[-1.96,392]","(949,1.1e+03]","(1.75e+03,2.13e+03]","1"
"1134","1","1","1","(10.6,13.4]","(7.2,10.8]","(8,11]","1","1","1","(1.5e+03,1.6e+03]","(1.5,2]","[-0.019,3.8]","(51.6,57.8]","(0.64,0.82]","(128,140]","(4.5,6.25]","(4,8]","(392,784]","(1.7e+03,1.85e+03]","(1e+03,1.38e+03]","1"
"1137","1","1","1","(7.8,10.6]","[-0.018,3.6]","(11,14]","0","0","0","[500,601]","(2.5,3]","[-0.019,3.8]","[1.94,8.2]","(0.64,0.82]","(128,140]","[0.993,2.75]","[-0.02,4]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(2.13e+03,2.5e+03]","1"
"1145","0","1","0","(7.8,10.6]","[-0.018,3.6]","(8,11]","0","1","0","(1.2e+03,1.3e+03]","(2,2.5]","[-0.019,3.8]","(45.4,51.6]","(0.82,1]","(128,140]","(6.25,8.01]","[-0.02,4]","(392,784]","[499,650]","(1.75e+03,2.13e+03]","1"
"1150","1","1","1","[4.99,7.8]","[-0.018,3.6]","(5,8]","0","1","1","(1.3e+03,1.4e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","[0.0991,0.28]","(116,128]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","(1.7e+03,1.85e+03]","(1.38e+03,1.75e+03]","1"
"1152","0","1","1","(13.4,16.2]","(10.8,14.4]","[1.98,5]","1","1","0","(601,700]","(2,2.5]","(7.6,11.4]","(33,39.2]","[0.0991,0.28]","(92,104]","(2.75,4.5]","(12,16]","(392,784]","(650,799]","(1.75e+03,2.13e+03]","1"
"1153","1","0","0","[4.99,7.8]","(3.6,7.2]","(14,17]","1","0","0","(1e+03,1.1e+03]","[0.497,1]","[-0.019,3.8]","[1.94,8.2]","(0.46,0.64]","(92,104]","(6.25,8.01]","(12,16]","(784,1.18e+03]","(949,1.1e+03]","(1.38e+03,1.75e+03]","1"
"1156","1","1","0","(10.6,13.4]","[-0.018,3.6]","(11,14]","1","1","1","(1.4e+03,1.5e+03]","(2,2.5]","[-0.019,3.8]","(45.4,51.6]","(0.46,0.64]","(92,104]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(799,949]","(2.13e+03,2.5e+03]","1"
"1169","0","0","0","(13.4,16.2]","[-0.018,3.6]","(11,14]","1","0","0","(1.2e+03,1.3e+03]","(1,1.5]","(7.6,11.4]","(39.2,45.4]","[0.0991,0.28]","(176,188]","(6.25,8.01]","(16,20]","(392,784]","(949,1.1e+03]","(1.75e+03,2.13e+03]","1"
"1198","1","1","1","(7.8,10.6]","(3.6,7.2]","[1.98,5]","1","0","1","(1.1e+03,1.2e+03]","(2.5,3]","[-0.019,3.8]","(45.4,51.6]","(0.46,0.64]","(176,188]","[0.993,2.75]","[-0.02,4]","(784,1.18e+03]","(949,1.1e+03]","(1.75e+03,2.13e+03]","1"
"1203","1","1","1","(16.2,19]","(3.6,7.2]","(8,11]","0","1","0","(1e+03,1.1e+03]","(2.5,3]","[-0.019,3.8]","(39.2,45.4]","(0.46,0.64]","(188,200]","(4.5,6.25]","[-0.02,4]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(1.75e+03,2.13e+03]","1"
"1206","1","1","1","(7.8,10.6]","(3.6,7.2]","[1.98,5]","0","1","1","(1e+03,1.1e+03]","(1.5,2]","[-0.019,3.8]","(20.6,26.8]","(0.28,0.46]","(188,200]","(6.25,8.01]","(12,16]","[-1.96,392]","(799,949]","(1.75e+03,2.13e+03]","1"
"1210","0","1","0","(13.4,16.2]","(3.6,7.2]","(5,8]","0","1","1","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","[1.94,8.2]","(0.64,0.82]","(128,140]","[0.993,2.75]","(8,12]","(392,784]","(1.25e+03,1.4e+03]","(630,1e+03]","1"
"1214","0","1","1","(7.8,10.6]","(3.6,7.2]","(8,11]","0","0","1","(1.1e+03,1.2e+03]","[0.497,1]","[-0.019,3.8]","(8.2,14.4]","(0.82,1]","(176,188]","(2.75,4.5]","(4,8]","(784,1.18e+03]","(1.85e+03,2e+03]","(1.75e+03,2.13e+03]","1"
"1217","1","1","1","(16.2,19]","(7.2,10.8]","(14,17]","0","1","0","(1.1e+03,1.2e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.64,0.82]","(116,128]","[0.993,2.75]","(16,20]","[-1.96,392]","(1.7e+03,1.85e+03]","(1.38e+03,1.75e+03]","1"
"1229","1","1","0","(7.8,10.6]","[-0.018,3.6]","(17,20]","1","1","1","(1.8e+03,1.9e+03]","(1.5,2]","[-0.019,3.8]","(57.8,64.1]","(0.46,0.64]","(152,164]","[0.993,2.75]","[-0.02,4]","(784,1.18e+03]","(1.85e+03,2e+03]","[252,630]","1"
"1245","0","1","0","(10.6,13.4]","(7.2,10.8]","[1.98,5]","0","0","1","(700,800]","(2.5,3]","(7.6,11.4]","(57.8,64.1]","(0.64,0.82]","(104,116]","(4.5,6.25]","(12,16]","(1.18e+03,1.57e+03]","(1.25e+03,1.4e+03]","(1.75e+03,2.13e+03]","1"
"1246","1","1","0","(13.4,16.2]","[-0.018,3.6]","[1.98,5]","1","0","1","(1.6e+03,1.7e+03]","(1.5,2]","[-0.019,3.8]","(45.4,51.6]","(0.64,0.82]","(128,140]","(6.25,8.01]","(12,16]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(630,1e+03]","1"
"1248","1","1","1","(13.4,16.2]","(7.2,10.8]","(11,14]","1","0","1","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(14.4,20.6]","(0.46,0.64]","(116,128]","[0.993,2.75]","[-0.02,4]","(1.57e+03,1.96e+03]","(1.85e+03,2e+03]","(630,1e+03]","1"
"1258","1","0","0","[4.99,7.8]","[-0.018,3.6]","(8,11]","1","0","1","(1.4e+03,1.5e+03]","[0.497,1]","[-0.019,3.8]","(51.6,57.8]","(0.46,0.64]","(104,116]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","(799,949]","(1.75e+03,2.13e+03]","1"
"1260","1","0","1","(7.8,10.6]","(3.6,7.2]","[1.98,5]","0","0","1","(1.7e+03,1.8e+03]","(1.5,2]","(3.8,7.6]","[1.94,8.2]","[0.0991,0.28]","(92,104]","(2.75,4.5]","(4,8]","(392,784]","(650,799]","(1.38e+03,1.75e+03]","1"
"1267","0","1","1","(10.6,13.4]","(7.2,10.8]","(5,8]","0","1","0","(1e+03,1.1e+03]","(1,1.5]","(11.4,15.2]","[1.94,8.2]","(0.64,0.82]","(92,104]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(1e+03,1.38e+03]","1"
"1268","1","1","1","(10.6,13.4]","(7.2,10.8]","[1.98,5]","0","1","1","(800,900]","[0.497,1]","[-0.019,3.8]","[1.94,8.2]","(0.28,0.46]","(104,116]","[0.993,2.75]","[-0.02,4]","(1.18e+03,1.57e+03]","(1.4e+03,1.55e+03]","(1e+03,1.38e+03]","1"
"1274","1","1","0","(16.2,19]","[-0.018,3.6]","(8,11]","1","1","0","(601,700]","(1.5,2]","[-0.019,3.8]","(8.2,14.4]","[0.0991,0.28]","(128,140]","(6.25,8.01]","(16,20]","(392,784]","(799,949]","(2.13e+03,2.5e+03]","1"
"1275","0","1","1","(13.4,16.2]","(7.2,10.8]","[1.98,5]","0","1","0","(1.6e+03,1.7e+03]","(2.5,3]","(3.8,7.6]","(45.4,51.6]","(0.46,0.64]","(116,128]","[0.993,2.75]","(4,8]","[-1.96,392]","(949,1.1e+03]","(1.75e+03,2.13e+03]","1"
"1289","1","1","1","(10.6,13.4]","[-0.018,3.6]","(5,8]","1","1","0","(1.5e+03,1.6e+03]","(2.5,3]","(7.6,11.4]","(26.8,33]","[0.0991,0.28]","(164,176]","(4.5,6.25]","(12,16]","(784,1.18e+03]","(949,1.1e+03]","(1e+03,1.38e+03]","1"
"1302","0","0","0","(13.4,16.2]","(7.2,10.8]","(14,17]","1","0","1","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","(14.4,20.6]","(0.64,0.82]","(188,200]","[0.993,2.75]","(8,12]","(1.18e+03,1.57e+03]","(1.4e+03,1.55e+03]","(1e+03,1.38e+03]","1"
"1307","0","1","1","(13.4,16.2]","(7.2,10.8]","(14,17]","1","1","0","(1.4e+03,1.5e+03]","[0.497,1]","[-0.019,3.8]","(39.2,45.4]","(0.46,0.64]","[79.9,92]","(2.75,4.5]","(8,12]","(392,784]","(1.1e+03,1.25e+03]","(1e+03,1.38e+03]","1"
"1310","0","1","1","(16.2,19]","(14.4,18]","(17,20]","1","1","0","(1.4e+03,1.5e+03]","(2,2.5]","[-0.019,3.8]","[1.94,8.2]","[0.0991,0.28]","(128,140]","(4.5,6.25]","(8,12]","(392,784]","(650,799]","(2.13e+03,2.5e+03]","1"
"1313","0","1","0","(16.2,19]","[-0.018,3.6]","(5,8]","1","1","0","(1.1e+03,1.2e+03]","(1,1.5]","[-0.019,3.8]","[1.94,8.2]","(0.46,0.64]","(188,200]","(2.75,4.5]","[-0.02,4]","(392,784]","(1.7e+03,1.85e+03]","(1e+03,1.38e+03]","1"
"1325","1","1","0","(13.4,16.2]","[-0.018,3.6]","(17,20]","1","1","0","(1.5e+03,1.6e+03]","[0.497,1]","[-0.019,3.8]","(39.2,45.4]","(0.28,0.46]","(116,128]","(4.5,6.25]","[-0.02,4]","(392,784]","(799,949]","(1.38e+03,1.75e+03]","1"
"1329","1","1","0","[4.99,7.8]","[-0.018,3.6]","(11,14]","1","1","1","[500,601]","(1.5,2]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","(140,152]","[0.993,2.75]","[-0.02,4]","[-1.96,392]","(949,1.1e+03]","(1.75e+03,2.13e+03]","1"
"1332","1","1","0","[4.99,7.8]","[-0.018,3.6]","(5,8]","0","1","1","(1.4e+03,1.5e+03]","(1.5,2]","(3.8,7.6]","(14.4,20.6]","[0.0991,0.28]","(164,176]","(2.75,4.5]","(4,8]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(1e+03,1.38e+03]","1"
"1335","1","1","0","(16.2,19]","(10.8,14.4]","(14,17]","0","0","0","(1e+03,1.1e+03]","[0.497,1]","(7.6,11.4]","(45.4,51.6]","[0.0991,0.28]","(128,140]","(6.25,8.01]","(8,12]","[-1.96,392]","(1.85e+03,2e+03]","(1.38e+03,1.75e+03]","1"
"1345","0","1","0","[4.99,7.8]","[-0.018,3.6]","(14,17]","0","0","0","(1.4e+03,1.5e+03]","[0.497,1]","(7.6,11.4]","(39.2,45.4]","(0.82,1]","(140,152]","(4.5,6.25]","(8,12]","(392,784]","(1.55e+03,1.7e+03]","(1.75e+03,2.13e+03]","1"
"1356","0","1","1","[4.99,7.8]","(3.6,7.2]","(14,17]","1","1","1","(1.3e+03,1.4e+03]","(1,1.5]","[-0.019,3.8]","(57.8,64.1]","(0.28,0.46]","(104,116]","(6.25,8.01]","(8,12]","(784,1.18e+03]","(799,949]","(1.38e+03,1.75e+03]","1"
"1359","1","1","1","(13.4,16.2]","[-0.018,3.6]","(14,17]","1","0","0","(1.2e+03,1.3e+03]","(1.5,2]","(7.6,11.4]","(51.6,57.8]","(0.46,0.64]","(104,116]","(2.75,4.5]","(16,20]","[-1.96,392]","(949,1.1e+03]","(1.75e+03,2.13e+03]","1"
"1360","1","1","0","[4.99,7.8]","[-0.018,3.6]","(17,20]","1","1","0","(1.9e+03,2e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","[0.0991,0.28]","(140,152]","(4.5,6.25]","(8,12]","(784,1.18e+03]","(1.1e+03,1.25e+03]","(630,1e+03]","1"
"1376","1","1","0","(13.4,16.2]","(7.2,10.8]","(17,20]","1","1","1","(1.6e+03,1.7e+03]","(1.5,2]","[-0.019,3.8]","(57.8,64.1]","(0.46,0.64]","(92,104]","(4.5,6.25]","[-0.02,4]","(392,784]","(1.1e+03,1.25e+03]","(1.38e+03,1.75e+03]","1"
"1380","0","0","0","(7.8,10.6]","[-0.018,3.6]","(5,8]","0","0","1","(700,800]","(2.5,3]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(104,116]","[0.993,2.75]","(4,8]","(1.57e+03,1.96e+03]","(1.7e+03,1.85e+03]","(1.38e+03,1.75e+03]","1"
"1386","0","0","0","(16.2,19]","(3.6,7.2]","(14,17]","1","0","1","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","[0.0991,0.28]","(176,188]","(2.75,4.5]","[-0.02,4]","(392,784]","(799,949]","(1e+03,1.38e+03]","1"
"1392","1","0","1","(16.2,19]","(7.2,10.8]","(17,20]","0","0","0","(700,800]","(2,2.5]","(11.4,15.2]","(8.2,14.4]","(0.46,0.64]","(188,200]","(2.75,4.5]","(16,20]","[-1.96,392]","(1.25e+03,1.4e+03]","(2.13e+03,2.5e+03]","1"
"1411","1","1","1","[4.99,7.8]","[-0.018,3.6]","(11,14]","0","1","1","(800,900]","(1.5,2]","[-0.019,3.8]","(8.2,14.4]","(0.46,0.64]","(104,116]","[0.993,2.75]","(4,8]","(392,784]","(949,1.1e+03]","(2.13e+03,2.5e+03]","1"
"1426","1","0","1","(7.8,10.6]","[-0.018,3.6]","(17,20]","0","0","0","(1.6e+03,1.7e+03]","(2,2.5]","[-0.019,3.8]","(14.4,20.6]","(0.46,0.64]","[79.9,92]","(4.5,6.25]","(8,12]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(1e+03,1.38e+03]","1"
"1428","1","1","1","(7.8,10.6]","[-0.018,3.6]","(11,14]","0","0","0","(1.4e+03,1.5e+03]","(2,2.5]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(164,176]","(2.75,4.5]","[-0.02,4]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(1.38e+03,1.75e+03]","1"
"1436","0","0","0","(10.6,13.4]","(3.6,7.2]","(5,8]","1","0","1","(601,700]","(2,2.5]","(7.6,11.4]","(39.2,45.4]","[0.0991,0.28]","(104,116]","(4.5,6.25]","(16,20]","[-1.96,392]","(1.85e+03,2e+03]","(1.38e+03,1.75e+03]","1"
"1443","1","0","0","(10.6,13.4]","(7.2,10.8]","(14,17]","0","0","1","(900,1e+03]","[0.497,1]","(3.8,7.6]","(51.6,57.8]","(0.46,0.64]","(188,200]","(4.5,6.25]","(4,8]","[-1.96,392]","[499,650]","(1.75e+03,2.13e+03]","1"
"1446","1","1","0","(13.4,16.2]","(7.2,10.8]","(14,17]","0","1","1","(601,700]","[0.497,1]","(3.8,7.6]","[1.94,8.2]","(0.28,0.46]","(164,176]","(6.25,8.01]","(8,12]","(392,784]","(650,799]","(2.13e+03,2.5e+03]","1"
"1449","0","1","1","(7.8,10.6]","[-0.018,3.6]","(14,17]","0","1","0","(1.3e+03,1.4e+03]","(2,2.5]","[-0.019,3.8]","(39.2,45.4]","(0.64,0.82]","(104,116]","(2.75,4.5]","[-0.02,4]","(392,784]","(949,1.1e+03]","(1e+03,1.38e+03]","1"
"1455","0","1","1","(13.4,16.2]","(3.6,7.2]","(17,20]","1","1","1","(800,900]","[0.497,1]","(3.8,7.6]","(20.6,26.8]","(0.46,0.64]","(188,200]","[0.993,2.75]","(4,8]","[-1.96,392]","(1.4e+03,1.55e+03]","(1.38e+03,1.75e+03]","1"
"1459","0","1","0","(10.6,13.4]","[-0.018,3.6]","(11,14]","0","1","0","(1.3e+03,1.4e+03]","[0.497,1]","(7.6,11.4]","(39.2,45.4]","[0.0991,0.28]","[79.9,92]","[0.993,2.75]","(16,20]","(784,1.18e+03]","(799,949]","(1.38e+03,1.75e+03]","1"
"1473","1","0","1","(16.2,19]","(10.8,14.4]","(5,8]","0","0","0","(1.5e+03,1.6e+03]","(1.5,2]","[-0.019,3.8]","(57.8,64.1]","(0.82,1]","[79.9,92]","[0.993,2.75]","(16,20]","(1.18e+03,1.57e+03]","(1.85e+03,2e+03]","(630,1e+03]","1"
"1476","1","1","0","(10.6,13.4]","[-0.018,3.6]","(11,14]","0","1","0","(1.1e+03,1.2e+03]","(1,1.5]","[-0.019,3.8]","[1.94,8.2]","[0.0991,0.28]","(92,104]","[0.993,2.75]","(12,16]","(392,784]","(1.1e+03,1.25e+03]","(1.38e+03,1.75e+03]","1"
"1481","0","1","0","[4.99,7.8]","(3.6,7.2]","(17,20]","0","0","1","(601,700]","(1,1.5]","(7.6,11.4]","(8.2,14.4]","(0.64,0.82]","(104,116]","(4.5,6.25]","(16,20]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(1.38e+03,1.75e+03]","1"
"1484","1","1","1","(10.6,13.4]","(3.6,7.2]","(5,8]","0","0","1","[500,601]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","[0.0991,0.28]","(152,164]","[0.993,2.75]","(4,8]","(392,784]","(650,799]","(2.13e+03,2.5e+03]","1"
"1487","1","1","0","(10.6,13.4]","(3.6,7.2]","(14,17]","0","1","1","(1.1e+03,1.2e+03]","(1,1.5]","[-0.019,3.8]","(20.6,26.8]","(0.82,1]","(116,128]","(2.75,4.5]","(4,8]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(1e+03,1.38e+03]","1"
"1499","0","1","1","(16.2,19]","(7.2,10.8]","(5,8]","0","0","1","(800,900]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.46,0.64]","(152,164]","(2.75,4.5]","(4,8]","[-1.96,392]","[499,650]","(1.75e+03,2.13e+03]","1"
"1503","1","1","0","(16.2,19]","(7.2,10.8]","(5,8]","1","0","0","(1.1e+03,1.2e+03]","[0.497,1]","[-0.019,3.8]","(20.6,26.8]","(0.28,0.46]","(152,164]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","[499,650]","(2.13e+03,2.5e+03]","1"
"1512","0","1","0","(10.6,13.4]","(7.2,10.8]","(17,20]","0","0","1","(1e+03,1.1e+03]","(1,1.5]","(3.8,7.6]","[1.94,8.2]","(0.82,1]","(152,164]","(2.75,4.5]","(8,12]","(392,784]","(799,949]","(1.75e+03,2.13e+03]","1"
